"Story","Title","Result","Date","Stability","Duration (s)"
"Reservation","Successful Reservation","ERROR","2023-09-27T13:04:38.3239836-05:00[America/Bogota]","0.0","5.95"
"Reservation","Unsuccessful Search","ERROR","2023-09-27T13:04:44.3124968-05:00[America/Bogota]","0.0","1.24"
