"Story","Title","Result","Date","Stability","Duration (s)"
"Register","Successful Register","PENDING","2023-09-28T10:42:53.924074-05:00[America/Bogota]","0.0","0.33"
"Register","Unsuccessful Register","PENDING","2023-09-28T10:42:54.2835544-05:00[America/Bogota]","0.0","0.05"
